Filename	EXIF:Date Taken [Y-m-d_H-M-S]	IPTC:Keywords	
B00001092_21I6LW_20150613_083046E	2015-06-13_08-30-46	Indoors	
B00001093_21I6LW_20150613_083127E	2015-06-13_08-31-27	Indoors	
B00001094_21I6LW_20150613_083200E	2015-06-13_08-32-00	Indoors	
B00001095_21I6LW_20150613_083237E	2015-06-13_08-32-37	Indoors	
B00001096_21I6LW_20150613_083310E	2015-06-13_08-33-10	Indoors	
B00001097_21I6LW_20150613_083342E	2015-06-13_08-33-42	Indoors	
B00001098_21I6LW_20150613_083418E	2015-06-13_08-34-18	Indoors	
B00001099_21I6LW_20150613_083500E	2015-06-13_08-35-00	Indoors	
B00001100_21I6LW_20150613_083530E	2015-06-13_08-35-30	Indoors	
B00001101_21I6LW_20150613_083605E	2015-06-13_08-36-05	Indoors	
B00001102_21I6LW_20150613_083646E	2015-06-13_08-36-46	Indoors	
B00001103_21I6LW_20150613_083725E	2015-06-13_08-37-25	Indoors	
B00001104_21I6LW_20150613_083803E	2015-06-13_08-38-02	Indoors	
B00001105_21I6LW_20150613_083836E	2015-06-13_08-38-35	Indoors	
B00001106_21I6LW_20150613_083916E	2015-06-13_08-39-16	Indoors	
B00001107_21I6LW_20150613_083953E	2015-06-13_08-39-53	Indoors	
B00001108_21I6LW_20150613_084026E	2015-06-13_08-40-26	Indoors	
B00001109_21I6LW_20150613_084101E	2015-06-13_08-41-01	Indoors	
B00001110_21I6LW_20150613_084140E	2015-06-13_08-41-40	Indoors	
B00001111_21I6LW_20150613_084221E	2015-06-13_08-42-21	Indoors	
B00001112_21I6LW_20150613_084256E	2015-06-13_08-42-56	Indoors	
B00001113_21I6LW_20150613_084337E	2015-06-13_08-43-37	Indoors	
B00001114_21I6LW_20150613_084417E	2015-06-13_08-44-16	Indoors	
B00001115_21I6LW_20150613_084452E	2015-06-13_08-44-51	Indoors	
B00001116_21I6LW_20150613_084532E	2015-06-13_08-45-32	Indoors	
B00001117_21I6LW_20150613_084605E	2015-06-13_08-46-05	Indoors	
B00001118_21I6LW_20150613_084635E	2015-06-13_08-46-35	Indoors	
B00001119_21I6LW_20150613_084709E	2015-06-13_08-47-09	Indoors	
B00001120_21I6LW_20150613_084742E	2015-06-13_08-47-42	Indoors	
B00001121_21I6LW_20150613_084819E	2015-06-13_08-48-19	Indoors	
B00001122_21I6LW_20150613_084850E	2015-06-13_08-48-50	Indoors	
B00001123_21I6LW_20150613_084930E	2015-06-13_08-49-30	Indoors	
B00001124_21I6LW_20150613_085009E	2015-06-13_08-50-08	Indoors	
B00001125_21I6LW_20150613_085038E	2015-06-13_08-50-38	Indoors	
B00001126_21I6LW_20150613_085119E	2015-06-13_08-51-19	Indoors	
B00001127_21I6LW_20150613_085149E	2015-06-13_08-51-49	Indoors	
B00001128_21I6LW_20150613_085220E	2015-06-13_08-52-20	Indoors	
B00001129_21I6LW_20150613_085252E	2015-06-13_08-52-52	Indoors	
B00001130_21I6LW_20150613_085322E	2015-06-13_08-53-21	Indoors	
B00001131_21I6LW_20150613_085401E	2015-06-13_08-54-00	Indoors	
B00001132_21I6LW_20150613_085434E	2015-06-13_08-54-34	Indoors	
B00001133_21I6LW_20150613_085510E	2015-06-13_08-55-10	Indoors	
B00001134_21I6LW_20150613_085547E	2015-06-13_08-55-47	Indoors	
B00001135_21I6LW_20150613_085628E	2015-06-13_08-56-28	Indoors	
B00001136_21I6LW_20150613_085705E	2015-06-13_08-57-05	Indoors	
B00001137_21I6LW_20150613_085740E	2015-06-13_08-57-40	Indoors	
B00001138_21I6LW_20150613_085815E	2015-06-13_08-58-15	Indoors	
B00001139_21I6LW_20150613_085846E	2015-06-13_08-58-46	Indoors	
B00001140_21I6LW_20150613_085925E	2015-06-13_08-59-25	Indoors	
B00001141_21I6LW_20150613_085956E	2015-06-13_08-59-56	Indoors	
B00001142_21I6LW_20150613_090027E	2015-06-13_09-00-27	Indoors	
B00001143_21I6LW_20150613_090106E	2015-06-13_09-01-06	Indoors	
B00001144_21I6LW_20150613_090146E	2015-06-13_09-01-45	Indoors	
B00001145_21I6LW_20150613_090220E	2015-06-13_09-02-19	Indoors	
B00001146_21I6LW_20150613_090256E	2015-06-13_09-02-55	Outdoors	
B00001147_21I6LW_20150613_090335E	2015-06-13_09-03-35	Indoors	
B00001148_21I6LW_20150613_090424E	2015-06-13_09-04-23	Indoors	
B00001149_21I6LW_20150613_090432E	2015-06-13_09-04-32	Indoors	
B00001150_21I6LW_20150613_090510E	2015-06-13_09-05-09	Indoors	
B00001151_21I6LW_20150613_090549E	2015-06-13_09-05-49	Indoors	
B00001152_21I6LW_20150613_090628E	2015-06-13_09-06-28	Indoors	
B00001153_21I6LW_20150613_090705E	2015-06-13_09-07-05	Indoors	
B00001154_21I6LW_20150613_090738E	2015-06-13_09-07-38	Indoors	
B00001155_21I6LW_20150613_090814E	2015-06-13_09-08-13	Indoors	
B00001156_21I6LW_20150613_090854E	2015-06-13_09-08-53	Indoors	
B00001157_21I6LW_20150613_090935E	2015-06-13_09-09-35	Indoors	
B00001158_21I6LW_20150613_091015E	2015-06-13_09-10-14	Indoors	
B00001159_21I6LW_20150613_091052E	2015-06-13_09-10-51	Outdoors	
B00001160_21I6LW_20150613_091132E	2015-06-13_09-11-32	Indoors	
B00001161_21I6LW_20150613_091205E	2015-06-13_09-12-05	Indoors	
B00001162_21I6LW_20150613_091244E	2015-06-13_09-12-44	Indoors	
B00001163_21I6LW_20150613_091315E	2015-06-13_09-13-15	Indoors	
B00001164_21I6LW_20150613_091352E	2015-06-13_09-13-52	Indoors	
B00001165_21I6LW_20150613_091431E	2015-06-13_09-14-30	Outdoors	
B00001166_21I6LW_20150613_091510E	2015-06-13_09-15-09	Indoors	
B00001167_21I6LW_20150613_091547E	2015-06-13_09-15-46	Indoors	
B00001168_21I6LW_20150613_091621E	2015-06-13_09-16-21	Indoors	
B00001169_21I6LW_20150613_091656E	2015-06-13_09-16-56	Indoors	
B00001170_21I6LW_20150613_091733E	2015-06-13_09-17-32	Indoors	
B00001171_21I6LW_20150613_091808E	2015-06-13_09-18-08	Indoors	
B00001172_21I6LW_20150613_091849E	2015-06-13_09-18-49	Indoors	
B00001173_21I6LW_20150613_091929E	2015-06-13_09-19-28	Indoors	
B00001174_21I6LW_20150613_092005E	2015-06-13_09-20-04	Indoors	
B00001175_21I6LW_20150613_092044E	2015-06-13_09-20-44	Indoors	
B00001176_21I6LW_20150613_092124E	2015-06-13_09-21-24	Indoors	
B00001177_21I6LW_20150613_092204E	2015-06-13_09-22-03	Indoors	
B00001178_21I6LW_20150613_092239E	2015-06-13_09-22-39	Indoors	
B00001179_21I6LW_20150613_092321E	2015-06-13_09-23-21	Indoors	
B00001180_21I6LW_20150613_092402E	2015-06-13_09-24-02	Indoors	
B00001181_21I6LW_20150613_092443E	2015-06-13_09-24-43	Indoors	
B00001182_21I6LW_20150613_092518E	2015-06-13_09-25-18	Indoors	
B00001183_21I6LW_20150613_092638E	2015-06-13_09-26-38	Indoors	
B00001184_21I6LW_20150613_092719E	2015-06-13_09-27-19	Indoors	
B00001185_21I6LW_20150613_092800E	2015-06-13_09-28-00	Indoors	
B00001186_21I6LW_20150613_092838E	2015-06-13_09-28-37	Indoors	
B00001187_21I6LW_20150613_092913E	2015-06-13_09-29-12	Indoors	
B00001188_21I6LW_20150613_092944E	2015-06-13_09-29-43	Indoors	
B00001189_21I6LW_20150613_093018E	2015-06-13_09-30-18	Indoors	
B00001190_21I6LW_20150613_093056E	2015-06-13_09-30-56	Indoors	
B00001191_21I6LW_20150613_093132E	2015-06-13_09-31-32	Indoors	
B00001192_21I6LW_20150613_093210E	2015-06-13_09-32-09	Indoors	
B00001193_21I6LW_20150613_093244E	2015-06-13_09-32-43	Indoors	
B00001194_21I6LW_20150613_093322E	2015-06-13_09-33-22	Indoors	
B00001195_21I6LW_20150613_093401E	2015-06-13_09-34-01	Indoors	
B00001196_21I6LW_20150613_093438E	2015-06-13_09-34-38	Indoors	
B00001197_21I6LW_20150613_093511E	2015-06-13_09-35-11	Indoors	
B00001198_21I6LW_20150613_093546E	2015-06-13_09-35-46	Indoors	
B00001199_21I6LW_20150613_093621E	2015-06-13_09-36-21	Indoors	
B00001200_21I6LW_20150613_093658E	2015-06-13_09-36-58	Indoors	
B00001201_21I6LW_20150613_093737E	2015-06-13_09-37-37	Indoors	
B00001202_21I6LW_20150613_093814E	2015-06-13_09-38-14	Indoors	
B00001203_21I6LW_20150613_093845E	2015-06-13_09-38-45	Indoors	
B00001204_21I6LW_20150613_093916E	2015-06-13_09-39-16	Indoors	
B00001205_21I6LW_20150613_093947E	2015-06-13_09-39-47	Indoors	
B00001206_21I6LW_20150613_094058E	2015-06-13_09-40-57	Indoors	
B00001207_21I6LW_20150613_094128E	2015-06-13_09-41-28	Indoors	
B00001208_21I6LW_20150613_094209E	2015-06-13_09-42-08	Indoors	
B00001209_21I6LW_20150613_094324E	2015-06-13_09-43-24	Indoors	
B00001210_21I6LW_20150613_094401E	2015-06-13_09-44-00	Indoors	
B00001211_21I6LW_20150613_094431E	2015-06-13_09-44-31	Indoors	
B00001212_21I6LW_20150613_094503E	2015-06-13_09-45-03	Indoors	
B00001213_21I6LW_20150613_094544E	2015-06-13_09-45-44	Indoors	
B00001214_21I6LW_20150613_094623E	2015-06-13_09-46-23	Indoors	
B00001215_21I6LW_20150613_094704E	2015-06-13_09-47-04	Indoors	
B00001216_21I6LW_20150613_094738E	2015-06-13_09-47-38	Indoors	
B00001217_21I6LW_20150613_094815E	2015-06-13_09-48-15	Indoors	
B00001218_21I6LW_20150613_094852E	2015-06-13_09-48-52	Indoors	
B00001219_21I6LW_20150613_094933E	2015-06-13_09-49-33	Indoors	
B00001220_21I6LW_20150613_095006E	2015-06-13_09-50-06	Indoors	
B00001221_21I6LW_20150613_095047E	2015-06-13_09-50-47	Indoors	
B00001222_21I6LW_20150613_095125E	2015-06-13_09-51-25	Indoors	
B00001223_21I6LW_20150613_095209E	2015-06-13_09-52-08	Indoors	
B00001224_21I6LW_20150613_095248E	2015-06-13_09-52-48	Indoors	
B00001225_21I6LW_20150613_095329E	2015-06-13_09-53-29	Indoors	
B00001226_21I6LW_20150613_095404E	2015-06-13_09-54-04	Indoors	
B00001227_21I6LW_20150613_095445E	2015-06-13_09-54-45	Indoors	
B00001228_21I6LW_20150613_095518E	2015-06-13_09-55-18	Indoors	
B00001229_21I6LW_20150613_095555E	2015-06-13_09-55-55	Indoors	
B00001230_21I6LW_20150613_095628E	2015-06-13_09-56-28	Indoors	
B00001231_21I6LW_20150613_095659E	2015-06-13_09-56-59	Indoors	
B00001232_21I6LW_20150613_095738E	2015-06-13_09-57-38	Indoors	
B00001233_21I6LW_20150613_095813E	2015-06-13_09-58-13	Indoors	
B00001234_21I6LW_20150613_095850E	2015-06-13_09-58-49	Indoors	
B00001235_21I6LW_20150613_095929E	2015-06-13_09-59-28	Indoors	
B00001236_21I6LW_20150613_100002E	2015-06-13_10-00-02	Indoors	
B00001237_21I6LW_20150613_100042E	2015-06-13_10-00-41	Indoors	
B00001238_21I6LW_20150613_100115E	2015-06-13_10-01-15	Indoors	
B00001239_21I6LW_20150613_100154E	2015-06-13_10-01-54	Indoors	
B00001240_21I6LW_20150613_100232E	2015-06-13_10-02-31	Indoors	
B00001241_21I6LW_20150613_100306E	2015-06-13_10-03-06	Indoors	
B00001242_21I6LW_20150613_100348E	2015-06-13_10-03-47	Indoors	
B00001243_21I6LW_20150613_100423E	2015-06-13_10-04-23	Indoors	
B00001244_21I6LW_20150613_100456E	2015-06-13_10-04-55	Indoors	
B00001245_21I6LW_20150613_100530E	2015-06-13_10-05-29	Indoors	
B00001246_21I6LW_20150613_100602E	2015-06-13_10-06-02	Indoors	
B00001247_21I6LW_20150613_100637E	2015-06-13_10-06-36	Indoors	
B00001248_21I6LW_20150613_100714E	2015-06-13_10-07-13	Indoors	
B00001249_21I6LW_20150613_100746E	2015-06-13_10-07-46	Indoors	
B00001250_21I6LW_20150613_100822E	2015-06-13_10-08-22	Indoors	
B00001251_21I6LW_20150613_100857E	2015-06-13_10-08-56	Indoors	
B00001252_21I6LW_20150613_100931E	2015-06-13_10-09-30	Indoors	
B00001253_21I6LW_20150613_101004E	2015-06-13_10-10-04	Indoors	
B00001254_21I6LW_20150613_101037E	2015-06-13_10-10-37	Indoors	
B00001255_21I6LW_20150613_101116E	2015-06-13_10-11-16	Indoors	
B00001256_21I6LW_20150613_101152E	2015-06-13_10-11-51	Indoors	
B00001257_21I6LW_20150613_101233E	2015-06-13_10-12-33	Indoors	
B00001258_21I6LW_20150613_101337E	2015-06-13_10-13-37	Indoors	
B00001259_21I6LW_20150613_101413E	2015-06-13_10-14-13	Indoors	
B00001260_21I6LW_20150613_101446E	2015-06-13_10-14-46	Indoors	
B00001261_21I6LW_20150613_101520E	2015-06-13_10-15-20	Indoors	
B00001262_21I6LW_20150613_101602E	2015-06-13_10-16-02	Indoors	
